_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
19150,1104,6807238,Sunnylea Jr School,,EP,Toronto District School Board,35 Glenroy Ave,English Public,6807238,35,Glenroy Ave,35 Glenroy Ave,M8Y 2M2,Etobicoke,Toronto,Sunnylea Junior Public School,102001,6807239,35,,,,1682,304229.497,4833389.471,43.6424525603,-79.5068765214,POINT (-79.50687324239428 43.64244398927169)
19151,1105,553701,Suon Academy,,PR,,5 Queenslea Ave,Priv,553701,5,Queenslea Ave,5 Queenslea Ave,M9N 3X9,North York,Toronto,,100001,446049,5,,,,827,303842.609,4840958.025,43.7105792486,-79.5116878269,POINT (-79.51168455178201 43.71057066525759)
19152,1106,526022,Suon International Academy School,,PR,,35 Heavitree Dr,Priv,526022,35,Heavitree Dr,35 Heavitree Dr,M3L 1K5,North York,Toronto,St. Gerard Majella Catholic School,102003,444316,35,,,,5817,303550.67600000004,4842577.294,43.7251548128,-79.51531445100001,POINT (-79.51531116709774 43.72514622064688)
19153,1107,7762662,Support Program for Expelled Students Central,,EP,Toronto District School Board,22 College St,English Public,7762662,22,College St,22 College St,M5G 1K2,former Toronto,Toronto,S.E.E.D. Alternative School,102002,14020372,22,,,,9765,314120.358,4835503.143,43.661421170699995,-79.3842460563,POINT (-79.38424282432086 43.6614125866092)
19154,1108,7635396,Swansea Jr and Sr Public School,,EP,Toronto District School Board,207 Windermere Ave,English Public,7635396,207,Windermere Ave,207 Windermere Ave,M6S 3J9,former Toronto,Toronto,Swansea Public School,102001,7632578,207,,,,960,306632.849,4833502.245,43.64346596319999,-79.4770883043,POINT (-79.47708504294314 43.64345738912898)
19155,1109,10736648,Taddle Creek Montessori School,,PR,,39 Spadina Rd,Priv,10736648,39,Spadina Rd,39 Spadina Rd,M5R 2S9,former Toronto,Toronto,,115001,14239870,39,,,,4428,312504.285,4836291.662,43.668537997899996,-79.4042714483,POINT (-79.40426820495757 43.66852941271355)
19156,1110,783049,Taie International Institute School,,PR,,399 Church  St,Priv,783049,399,Church St,399 Church St,M5B 2J6,former Toronto,Toronto,,104008,1143593,399,,,,503,314548.528,4835545.101,43.6617934864,-79.378936548,POINT (-79.37893331125159 43.66178490008502)
19157,1111,351647,Tam O'Shatner Jr Public School,,EP,Toronto District School Board,21 King Henry's  Blvd,English Public,351647,21,King Henry's Blvd,21 King Henry's Blvd,M1T 2V3,Scarborough,Toronto,Tam O'Shanter Junior Public School,102001,106768,21,,,,8255,321069.968,4849254.393999999,43.7850802489,-79.2976649055,POINT (-79.29766168708957 43.78507163585883)
19158,1112,395722,Taylor Creek Public School,,EP,Toronto District School Board,644 Warden Ave,English Public,395722,644,Warden Ave,644 Warden Ave,M1L 3Z3,Scarborough,Toronto,Warden Avenue Junior Public School,102001,20353596,644,,,,9187,322735.063,4839811.659,43.7000463556,-79.2772909426,POINT (-79.27728774343066 43.70003775846327)
19159,1113,2119588,Tayyibah Islamic Academy Inc School,,PR,,100 Mclevin Ave,Priv,2119588,100,McLevin Ave,100 McLevin Ave,M1B 5K1,Scarborough,Toronto,,113001,2119589,100,,,,8463,325980.826,4851099.2360000005,43.8015625647,-79.2365782829,POINT (-79.23657507991331 43.80155394741716)
19160,1114,383206,Tecumseh Sr Public School,,EP,Toronto District School Board,720 Scarborough Golf Club Rd,English Public,383206,720,Scarborough Golf Club Rd,720 Scarborough Golf Club Rd,M1G 1H7,Scarborough,Toronto,Tecumseh Senior Public School,102001,108906,720,,,,8891,327592.468,4846810.963,43.762915648500005,-79.2167302237,POINT (-79.21672704084463 43.76290704248591)
19161,1115,546924,Temple Emanuel Religious and Hebrew School,,PR,,120 Old Colony Rd,Priv,546924,120,Old Colony Rd,120 Old Colony Rd,M2L 2K2,North York,Toronto,Temple Emanuel,109001,440078,120,,,,6323,314913.93100000004,4846448.933999999,43.759928473,-79.374198458,POINT (-79.37419845921774 43.75992847949772)
19162,1116,576050,Temple Sinai Religious School and Preschool,,PR,,210 Wilson Ave,Priv,576050,210,Wilson Ave,210 Wilson Ave,M5M 3B1,North York,Toronto,Temple Sinai Synagogue,109001,442636,210,,,,4693,310780.584,4844186.149,43.73961394810001,-79.4255595684,POINT (-79.42555631067304 43.73960535526014)
19163,1117,370058,Terraview Willowfield Public School,,EP,Toronto District School Board,95 Pachino Blvd,English Public,370058,95,Pachino Blvd,95 Pachino Blvd,M1R 4K1,Scarborough,Toronto,Terraview-Willowfield Public School,102001,108875,95,,,,8636,320197.182,4846887.185,43.763782914,-79.308572744,POINT (-79.30857274444686 43.76378291453812)
19164,1118,399160,Terry Fox Public School,,EP,Toronto District School Board,185 Wintermute Blvd,English Public,399160,185,Wintermute Blvd,185 Wintermute Blvd,M1W 3M9,Scarborough,Toronto,Terry Fox Public School,102001,20050681,185,,,,9249,319370.349,4852675.393999999,43.8159079663,-79.3186895279,POINT (-79.31868629502212 43.81589935630474)
19165,1119,783098,The Abelard Centre for Education,,PR,,557 Church St,Priv,783098,557,Church St,557 Church St,M4Y 2E2,former Toronto,Toronto,,104008,1142636,557,,,,503,314360.702,4836148.94,43.667222851999995,-79.381251538,POINT (-79.38125153907237 43.66722285275144)
19166,1120,14072150,The Ambassadors of God Academy,,PR,,807 Arrow Rd,Priv,14072150,807,Arrow Rd,807 Arrow Rd,M9M 2L4,North York,Toronto,,115001,9038133,807,,,,4829,302206.35,4845248.01,43.7491912917,-79.53201372560001,POINT (-79.53201043063454 43.74918270200181)
19167,1121,10318427,The Anne and Max Tanenbaum Community Hebrew Academy of Toronto,,PR,,200 Wilmington Ave,Priv,10318427,200,Wilmington Ave,200 Wilmington Ave,M3H 5J8,North York,Toronto,Community Hebrew Academy Of Toronto,115001,30096465,200,,,,7095,308229.475,4846660.681,43.761895423999995,-79.457213215,POINT (-79.45721321476699 43.76189542511624)
19168,1122,30018337,The Century Schoolhouse,,EP,Toronto District School Board,502 Sammon Ave,English Public,30018337,502,Sammon Ave,502 Sammon Ave,M4J 2B6,East York,Toronto,Century Schoolhouse,102001,7940724,502,,,,321,318682.692,4838531.67,43.6886110953,-79.3276008795,POINT (-79.32759766347206 43.68860250060865)
19169,1123,789628,The Claremont School,,EP,Toronto District School Board,310 Danforth Ave,English Public,789628,310,Danforth Ave,310 Danforth Ave,M4K 1N6,former Toronto,Toronto,Eastminister United Church,109001,1140720,310,,,,86,316578.529,4837299.827,43.677559136000006,-79.3537290358,POINT (-79.35372580573049 43.67755055191167)
19170,1124,8680074,The Dalton School,,PR,,906 Yonge St,Priv,8680074,906,Yonge St,906 Yonge St,M4W 2J2,former Toronto,Toronto,,115001,8680067,906,,,,4733,313745.74100000004,4836866.763,43.673700388,-79.3888686337,POINT (-79.38886540151677 43.67369180631647)
19171,1125,347231,The Divine Infant Catholic Elementary School,,ES,Toronto Catholic District School Board,30 Ingleton Blvd,English Separate,347231,30,Ingleton Blvd,30 Ingleton Blvd,M1V 3H7,Scarborough,Toronto,The Divine Infant Catholic School,102003,103236,30,,,,8163,323258.511,4853341.763,43.8218201139,-79.27033467220001,POINT (-79.27033145450046 43.82181149747291)
19172,1126,7974530,The Dragon Academy,,PR,,35 Prince Arthur Ave,Priv,7974530,35,Prince Arthur Ave,35 Prince Arthur Ave,M5R 1B2,former Toronto,Toronto,,115001,7974513,35,,,,4223,313085.04,4836366.745,43.6692076736,-79.39706883470001,POINT (-79.39706559574299 43.66919909089065)
19173,1127,792821,The Dunblaine School,,PR,,21 Deloraine Ave,Priv,792821,21,Deloraine Ave,21 Deloraine Ave,M5M 2A8,former Toronto,Toronto,,100001,14036780,21,,,,3285,312392.007,4843512.902,43.7335387183,-79.4055633846,POINT (-79.40556013414279 43.73353012121729)
19174,1128,1003702,The Elms Jr Middle School,,EP,Toronto District School Board,45 Golfdown Dr,English Public,1003702,45,Golfdown Dr,45 Golfdown Dr,M9W 2H8,Etobicoke,Toronto,The Elms Pool And Community School - Building Grounds,106007,907618,45,,,,1690,300585.337,4842254.301,43.722227299,-79.552113787,POINT (-79.5521137885613 43.72222729776797)
19175,1129,13967405,The Giles Elementary School,,PR,,80 Scarsdale Rd,Priv,13967405,80,Scarsdale Rd,80 Scarsdale Rd,M3B 2R7,North York,Toronto,,104008,30084194,80,,,,6662,316408.525,4845384.107,43.750321936999995,-79.355659863,POINT (-79.35565986193156 43.7503219375867)
19176,1130,7583849,The Great Lakes College School,,PR,,323 Keele St,Priv,7583849,323,Keele St,323 Keele St,M6P 2K6,former Toronto,Toronto,,102001,14014792,323,,,,703,307712.226,4835802.348,43.6641668845,-79.4636967101,POINT (-79.46369344801725 43.66415830794019)
19177,1131,10527839,The Grove Community School,,EP,Toronto District School Board,108 Gladstone Ave,English Public,10527839,108,Gladstone Ave,108 Gladstone Ave,M6J 3L2,former Toronto,Toronto,Alexander Muir/Gladstone Public School,102001,10527836,108,,,,3506,310524.346,4833789.143999999,43.6460298269,-79.4288505043,POINT (-79.42884725076144 43.64602125063433)
19178,1132,7665465,The Haney Centre School,,EP,Toronto District School Board,64 Haney Ave,English Public,7665465,64,Haney Ave,64 Haney Ave,M6N 2E5,York,Toronto,Haney Centre,102001,7665456,64,,,,641,304858.155,4836796.456,43.6731205249,-79.4990847296,POINT (-79.4990814534311 43.67311194338146)
19179,1133,6620127,The Japanese School of Toronto,,PR,,115 Winona Dr,Priv,6620127,115,Winona Dr,115 Winona Dr,M6G 3S8,former Toronto,Toronto,McMurrich Junior Public School,102001,6620030,115,,,,964,310342.642,4837350.181,43.678084955299994,-79.43106520810001,POINT (-79.43106195467512 43.67807637047719)
19180,1134,487645,The Junior Academy Inc School,,PR,,2454 Bayview Ave,Priv,487645,2454,Bayview Ave,2454 Bayview Ave,M2L 1A6,North York,Toronto,,100001,30004745,2454,,,,24,314170.619,4844402.496,43.7415259823,-79.3834683972,POINT (-79.383465150842 43.74151738875409)
19181,1135,570867,The Laurel School,,PR,,44 Upjohn Rd,Priv,570867,44,Upjohn Rd,44 Upjohn Rd,M3B 2W1,North York,Toronto,,104008,441038,44,,,,6969,316863.842,4845491.29,43.751288038599995,-79.3500068974,POINT (-79.3500036659681 43.75127943953569)
19182,1136,861476,The Linden School,,PR,,10 Rosehill Ave,Priv,861476,10,Rosehill Ave,10 Rosehill Ave,M4T 1G5,former Toronto,Toronto,,112001,14021216,10,,,,4320,313433.672,4838291.926,43.686532417600006,-79.3927158471,POINT (-79.39271260202906 43.68652382990102)
19183,1137,854382,The Mabin School,,PR,,50 Poplar Plains Rd,Priv,854382,50,Poplar Plains Rd,50 Poplar Plains Rd,M4V 2M8,former Toronto,Toronto,,102001,1140569,50,,,,4208,312574.61699999997,4837466.92,43.67911599560001,-79.4033832607,POINT (-79.40338001629057 43.67910740804698)
19184,1138,7955674,The Mildenhall Montessori School,,PR,,35 Ourland Ave,Priv,7955674,35,Ourland Ave,35 Ourland Ave,M8Z 4E1,Etobicoke,Toronto,High Park Centennial Montessori School,115001,7955671,35,,,,2233,304157.857,4830478.097,43.616246250299994,-79.50776189770001,POINT (-79.50775862354055 43.61623767752223)
19185,1139,9410112,The Orchard Montessori School,,PR,,375 Dovercourt Rd,Priv,9410112,375,Dovercourt Rd,375 Dovercourt Rd,M6J 3E5,former Toronto,Toronto,,115001,9410106,375,,,,3317,310818.42699999997,4834490.482,43.6523404156,-79.425197576,POINT (-79.42519432872933 43.6523318354181)
19186,1140,510861,The Prestige School,,PR,,21 Eddfield Ave,Priv,510861,21,Eddfield Ave,21 Eddfield Ave,M2N 2M5,North York,Toronto,St. Edward Catholic School,102003,439974,21,,,,5476,310555.446,4846553.584,43.7609257618,-79.428329796,POINT (-79.42832654224014 43.7609171591948)
19187,1141,8293071,The Sterling Hall School,,PR,,99 Cartwright Ave,Priv,8293071,99,Cartwright Ave,99 Cartwright Ave,M6A 1V4,North York,Toronto,,115001,8293068,99,,,,5136,307715.445,4842231.998,43.7220422835,-79.4636235116,POINT (-79.46362025232885 43.72203369572928)
19188,1142,30041280,The Student School,,EP,Toronto District School Board,160 Glendonwynne Rd,English Public,30041280,160,Glendonwynne Rd,160 Glendonwynne Rd,M6P 0A5,former Toronto,Toronto,Entrance to Specialty School,102005,1144630,160,,,,3537,306870.149,4835012.385,43.6570501,-79.474137804,POINT (-79.47413781048139 43.65705010337398)
19189,1143,7283706,The Study Academy School,,PR,,20 Glebe Rd E,Priv,7283706,20,Glebe Rd E,20 Glebe Rd E,M4S 1N6,former Toronto,Toronto,Glebe Road United Church,109001,7283659,20,,,,3509,313144.21,4839962.78,43.7015748109,-79.3962805186,POINT (-79.39627727456917 43.70156621696114)
19190,1144,5440160,The Talent Academy School - Morningside,,PR,,8130 Sheppard Ave E,Priv,5440160,8130,Sheppard Ave E,8130 Sheppard Ave E,M1B 3W3,Scarborough,Toronto,,104008,5439765,8130,,,,6698,329046.053,4851223.424,43.802586723400005,-79.1984788659,POINT (-79.19847568208048 43.80257810791549)
19191,1145,9694589,The Talent Academy School - Victoria Park,,PR,,1646 Victoria Park Ave,Priv,9694589,1646,Victoria Park Ave,1646 Victoria Park Ave,M1R 1P7,North York,Toronto,,115001,9694584,1646,,,,370,320425.307,4843237.117,43.7309311107,-79.3058484915,POINT (-79.30584527836041 43.73092250911616)
19192,1146,10180033,The Talent Academy School - Warden,,PR,,3459 Sheppard Ave E,Priv,10180033,3459,Sheppard Ave E,3459 Sheppard Ave E,M1T 3K5,Scarborough,Toronto,,115001,14666641,3459,,,,6698,320471.88399999996,4848597.888,43.7791840183,-79.3051147419,POINT (-79.30511151986988 43.77917540745234)
19193,1147,9847310,The Toronto Heschel School,,PR,,819 Sheppard Ave W,Priv,9847310,819,Sheppard Ave W,819 Sheppard Ave W,M3H 2T3,North York,Toronto,St. Robert,102003,9847309,819,,,,6699,308742.591,4845599.353999999,43.7523481666,-79.4508515549,POINT (-79.45084829197134 43.75233956664135)
19194,1148,20056424,The Waterfront School,,EP,Toronto District School Board,635 Queens Quay W,English Public,20056424,635,Queens Quay W,635 Queens Quay W,M5V 3G3,former Toronto,Toronto,Waterfront School,102001,14130691,635,,,,4244,313079.876,4832650.505,43.63575739189999,-79.3971908313,POINT (-79.39718759121327 43.63574881576465)
19195,1149,4989767,The Wisdom House of Education,,PR,,525 Markham Rd,Priv,4989767,525,Markham Rd,525 Markham Rd,M1H 3H7,Scarborough,Toronto,Robin Gardner Voce,115001,109476,525,,,,8429,327027.68100000004,4846037.557,43.7559711206,-79.2237765729,POINT (-79.2237733831758 43.75596251220799)
19196,1150,7762681,The YMCA Academy Secondary School,,PR,,15 Breadalbane St,Priv,7762681,15,Breadalbane St,15 Breadalbane St,M4Y 1C2,former Toronto,Toronto,,115001,14673181,15,,,,3056,314071.726,4835748.623,43.663631530699995,-79.3848447836,POINT (-79.38484155396411 43.66362294859734)
19197,1151,7274135,The York School,,PR,,1639 Yonge St,Priv,7274135,1639,Yonge St,1639 Yonge St,M4T 2W6,former Toronto,Toronto,,104008,7262594,1639,,,,4733,313253.125,4838876.848999999,43.6917993736,-79.39494627100001,POINT (-79.39494303665207 43.69179078852346)
19198,1152,1001687,Thistletown Collegiate Institute,,EP,Toronto District School Board,20 Fordwich Cres,English Public,1001687,20,Fordwich Cres,20 Fordwich Cres,M9W 2T4,Etobicoke,Toronto,Thistletown Collegiate Institute,102002,907494,20,,,,1624,299752.807,4842865.819,43.7277351459,-79.5624559414,POINT (-79.56245264895067 43.72772655663821)
19199,1153,14310229,Thomas L Wells Public School,,EP,Toronto District School Board,69 Nightstar Rd,English Public,14310229,69,Nightstar Rd,69 Nightstar Rd,M1X 1V6,Scarborough,Toronto,Thomas L Wells Public School,102001,14310896,69,,,,18022,326825.122,4853636.845,43.8243793218,-79.22598219439999,POINT (-79.22597899806347 43.82437070146164)
19200,1154,3829444,Thorncliffe Park Public School,,EP,Toronto District School Board,80 Thorncliffe Park Dr,English Public,3829444,80,Thorncliffe Park Dr,80 Thorncliffe Park Dr,M4H 1K3,East York,Toronto,Thorncliffe Park Public School,102001,3829449,80,,,,354,317402.295,4840394.183999999,43.705390041,-79.343436754,POINT (-79.34343675511016 43.70539004322822)
19201,1155,376326,Three Fishes Christian Elementary School,,PR,,801 Progress Ave,Priv,376326,801,Progress Ave,801 Progress Ave,M1H 2X4,Scarborough,Toronto,,113001,107078,801,,,,8740,325460.859,4848672.121,43.7797304437,-79.2431330563,POINT (-79.24312985446949 43.77972183326138)
19202,1156,568636,Three Valleys Public School,,EP,Toronto District School Board,76 Three Valleys Dr,English Public,568636,76,Three Valleys Dr,76 Three Valleys Dr,M3A 3B7,North York,Toronto,Three Valleys Public School,102001,441061,76,,,,6895,317861.197,4845441.327,43.750821476599995,-79.33762354939999,POINT (-79.33762031736205 43.75081287178246)
19203,1157,565850,Tiferes Bais Yaakov High School,,PR,,85 Stormont Ave,Priv,565850,85,Stormont Ave,85 Stormont Ave,M5N 2C3,North York,Toronto,,102001,445031,85,,,,6805,310527.145,4841831.161,43.7184177468,-79.4287311319,POINT (-79.42872787956601 43.71840915846112)
19204,1158,391661,Timberbank Jr Public School,,EP,Toronto District School Board,170 Timberbank Blvd,English Public,391661,170,Timberbank Blvd,170 Timberbank Blvd,M1W 2A3,Scarborough,Toronto,Timberbank Junior Public School,102001,106097,170,,,,9087,320293.75800000003,4849963.536,43.7914798695,-79.307288611,POINT (-79.30728538887598 43.79147125617249)
19205,1159,999348,Timothy Christian School,,PR,,28 Elmhurst Dr,Priv,999348,28,Elmhurst Dr,28 Elmhurst Dr,M9W 2J5,Etobicoke,Toronto,,102001,907576,28,,,,1544,300458.33,4842556.274,43.72495332689999,-79.5536958792,POINT (-79.55369258162762 43.72494473613352)
19206,1160,7515102,Tiny Treasure Montessori School,,PR,,627 Burnhamthorpe Rd,Priv,7515102,627,Burnhamthorpe Rd,627 Burnhamthorpe Rd,M9C 2Y9,Etobicoke,Toronto,,115001,7515081,627,,,,1266,298878.65,4833526.175,43.643660743699996,-79.57320254220001,POINT (-79.57319924590594 43.64365217523429)
19207,1161,324647,Tom Longboat Jr Public School,,EP,Toronto District School Board,37 Crow Trl,English Public,324647,37,Crow Trl,37 Crow Trl,M1B 1X6,Scarborough,Toronto,Tom Longboat Junior Public School,102001,104120,37,,,,7689,326375.80600000004,4852088.4,43.810454784099996,-79.2316301617,POINT (-79.23162696596223 43.81044617244019)
19208,1162,7415223,Topcliff Public School,,EP,Toronto District School Board,65 Topcliff Ave,English Public,7415223,65,Topcliff Ave,65 Topcliff Ave,M3N 1L6,North York,Toronto,Topcliff Public School,102001,7399132,65,,,,6921,303926.07399999996,4845969.884,43.755693263299996,-79.5106614442,POINT (-79.51065816442132 43.75568467173174)
19209,1163,8608458,Torah High,,PR,,1072 Eglinton Ave W,Priv,8608458,1072,Eglinton Ave W,1072 Eglinton Ave W,M6C 2E2,former Toronto,Toronto,,115001,8608450,1072,,,,571,310310.715,4839784.319,43.699995120299995,-79.4314377873,POINT (-79.43143452995099 43.69998653263794)
19210,1164,487320,Torah High - Prosserman JCC Campus,,PR,,4588 Bathurst St,Priv,487320,4588,Bathurst St,4588 Bathurst St,M2R 1W6,North York,Toronto,Prosserman Jewish Community Centre,106005,30007983,4588,,,,436,309481.239,4846764.5,43.7628318371,-79.4416688832,POINT (-79.44166561751024 43.76282323940435)
19211,1165,487320,Torah High - Prosserman JCC Campus,,PR,,4588 Bathurst St,Priv,487320,4588,Bathurst St,4588 Bathurst St,M2R 1W6,North York,Toronto,Prosserman Jewish Community Centre,106005,30007983,4588,,,,436,309481.239,4846764.5,43.7628318371,-79.4416688832,POINT (-79.44166561751024 43.76282323940435)
19212,1166,9270564,Toronto Berkshire Academy,,PR,,3550 Victoria Park Ave,Priv,9270564,3550,Victoria Park Ave,3550 Victoria Park Ave,M2H 2N5,North York,Toronto,,115001,9270561,3550,,,,370,317864.63300000003,4851559.947,43.80589566020001,-79.3374336692,POINT (-79.33743044061173 43.80588704742317)
19213,1167,5266268,Toronto Central Academy Secondary School,,PR,,200 Sheppard Ave E,Priv,5266268,200,Sheppard Ave E,200 Sheppard Ave E,M2N 3A9,North York,Toronto,,104008,20041067,200,,,,6698,312702.058,4846883.0139999995,43.763871466000005,-79.4016654891,POINT (-79.4016622430921 43.76386286722687)
19214,1168,9246495,Toronto Cheder Boys School,,PR,,3995 Bathurst St,Priv,9246495,3995,Bathurst St,3995 Bathurst St,M3H 5V3,North York,Toronto,,104008,9246492,3995,,,,436,309995.544,4844688.313,43.7441401065,-79.4353011795,POINT (-79.43529792432939 43.74413150668397)
19215,1169,11034290,Toronto Collegiate Institute Secondary School,,PR,,50 Weybright Crt,Priv,11034290,50,Weybright Crt,50 Weybright Crt,M1S 5A8,Scarborough,Toronto,Sambahan Bible Church,109001,11034288,50,,,,9215,322562.839,4848854.62,43.7814477234,-79.27912998069999,POINT (-79.27912676826064 43.78143911058317)
19216,1170,7323935,Toronto French Montessori School,,PR,,53 Cummer Ave,Priv,7323935,53,Cummer Ave,53 Cummer Ave,M2M 2E5,North York,Toronto,Newtonbrook United Church,109001,30035848,53,,,,5310,311627.844,4849469.324,43.78715274899999,-79.414971008,POINT (-79.41497100437697 43.78715274680061)
19217,1171,13971546,Toronto French School - Jr Lawrence,,PR,,306 Lawrence Ave E,Priv,13971546,306,Lawrence Ave E,306 Lawrence Ave E,M4N 1T7,North York,Toronto,Toronto French School,102008,10133024,306,,,,3828,314113.88399999996,4842921.109,43.7281920563,-79.38419826270001,POINT (-79.3841950220377 43.72818346096611)
19218,1172,30113992,Toronto Harvard International Academy,,PR,,513 McNicoll Ave,Priv,30113992,513,McNicoll Ave,513 McNicoll Ave,M2H 2C9,North York,Toronto,,115001,11484469,513,,,,6195,317751.728,4851305.18,43.803595876,-79.33883979699999,POINT (-79.33883979604033 43.80359587420467)
19219,1173,30114253,Toronto High School,,PR,,5635 Yonge St,Priv,30114253,5635,Yonge St,5635 Yonge St,M2M 3S9,North York,Toronto,,115001,11485197,5635,,,,4733,311593.511,4848744.498,43.780628953999994,-79.415406859,POINT (-79.41540685855806 43.78062895584341)
19220,1174,9270564,Toronto International College Secondary School,,PR,,3550 Victoria Park Ave,Priv,9270564,3550,Victoria Park Ave,3550 Victoria Park Ave,M2H 2N5,North York,Toronto,,115001,9270561,3550,,,,370,317864.63300000003,4851559.947,43.80589566020001,-79.3374336692,POINT (-79.33743044061173 43.80588704742317)
19221,1175,30024007,Toronto Nobel Academy School,,PR,,6305 Yonge St,Priv,30024007,6305,Yonge St,6305 Yonge St,M2M 3X7,North York,Toronto,,112001,7195911,6305,,,,4733,311290.716,4850419.232,43.7957144164,-79.4191513574,POINT (-79.41914810425432 43.79570581494175)
19222,1176,8791751,Toronto Ouest Secondary School,,FP,Conseil scolaire Viamonde,330 Lansdowne Ave,French Public,8791751,330,Lansdowne Ave,330 Lansdowne Ave,M6H 3Y1,former Toronto,Toronto,West Toronto Collegiate Institute,102002,30102548,330,,,,3814,309524.438,4834495.231000001,43.652383627,-79.441235425,POINT (-79.44123542465013 43.65238363034176)
19223,1177,7324226,Toronto Prep School,,PR,,250 Davisville Ave,Priv,7324226,250,Davisville Ave,250 Davisville Ave,M4S 1H2,former Toronto,Toronto,,115001,7324227,250,,,,3271,313931.033,4839857.662,43.70061943140001,-79.3865204265,POINT (-79.38651719010377 43.70061083732578)
19224,1178,20059227,Toronto Scholars' Collegiate,,PR,,41 Metropolitan Rd,Priv,20059227,41,Metropolitan Rd,41 Metropolitan Rd,M1R 2T5,Scarborough,Toronto,,113001,7497231,41,,,,8489,320932.906,4847292.11,43.7674206611,-79.2994262493,POINT (-79.29942303335879 43.76741205251858)
19225,1179,8408205,Toronto West Academy,,PR,,77 Bloor St W,Priv,8408205,77,Bloor St W,77 Bloor St W,M5S 1M2,former Toronto,Toronto,,115001,8408204,77,,,,458,313661.45,4836370.629,43.6692355247,-79.3899216643,POINT (-79.38991842551019 43.66922694276059)
19226,1180,13974326,Town Centre LINC,,EP,Toronto District School Board,1457 McCowan Rd,English Public,13974326,1457,McCowan Rd,1457 McCowan Rd,M1S 5K7,Scarborough,Toronto,,112001,106751,1457,,,,8454,324419.743,4849279.855,43.7852288564,-79.25604518680001,POINT (-79.25604198644825 43.78522024761623)
19227,1181,1015960,Transfiguration of Our Lord Catholic Elementary School,,ES,Toronto Catholic District School Board,55 Ludstone Dr,English Separate,1015960,55,Ludstone Dr,55 Ludstone Dr,M9R 2J2,Etobicoke,Toronto,Transfiguration Catholic School,102003,908869,55,,,,2030,299716.035,4838843.593,43.691529843199994,-79.5628740281,POINT (-79.56287072860006 43.69152125868177)
19228,1182,384158,Tredway Woodsworth Public School,,EP,Toronto District School Board,112 Sedgemount Dr,English Public,384158,112,Sedgemount Dr,112 Sedgemount Dr,M1H 1X9,Scarborough,Toronto,William Tredway Junior Public School,102001,108752,112,,,,8914,326111.69800000003,4847030.2930000005,43.7649336553,-79.2351124599,POINT (-79.23510926024402 43.76492504533329)
19229,1183,570542,Tumpane Public School,,EP,Toronto District School Board,48 Tumpane St,English Public,570542,48,Tumpane St,48 Tumpane St,M3M 1L8,North York,Toronto,Tumpane Public School,102001,444319,48,,,,6955,304602.57899999997,4842738.157,43.7266038671,-79.5022583759,POINT (-79.50225509599704 43.7265952806861)
19230,1184,6735913,Twentieth Street Jr School,,EP,Toronto District School Board,3190 Lakeshore Blvd W,English Public,6735913,3190,Lake Shore Blvd W,3190 Lake Shore Blvd W,M8V 1L8,Etobicoke,Toronto,Twentieth Street Junior Public School,102001,6735911,3190,,,,1962,303174.392,4828449.55,43.597985717600004,-79.519941516,POINT (-79.51993824299521 43.59797715305629)
19231,1185,9531675,Tyndal University College and Seminary School Bayview,,PR,,3377 Bayview Ave,Priv,9531675,3377,Bayview Ave,3377 Bayview Ave,M2M 3S4,North York,Toronto,St. Joseph's Convent,115001,9531674,3377,,,,24,313468.752,4850580.642,43.7971455345,-79.3920838602,POINT (-79.39208061100028 43.79713692814222)
19232,1186,8677592,Uchenna Academy,,PR,,1205 St Clair Ave W,Priv,8677592,1205,St Clair Ave W,1205 St Clair Ave W,M6E 1B5,former Toronto,Toronto,,115001,8677482,1205,,,,890,309264.528,4837271.566000001,43.6773845057,-79.44443683189999,POINT (-79.44443357861468 43.6773759238881)
19233,1187,20138696,Ulpanat Orot Girls School,,PR,,45 Canyon Ave,Priv,20138696,45,Canyon Ave,45 Canyon Ave,M3H 3S4,North York,Toronto,,102001,7094705,45,,,,5112,309759.49600000004,4846253.101,43.7582266679,-79.4382178437,POINT (-79.43821458785332 43.75821806595335)
19234,1188,5353637,Um Al-Qura Islamic Elementary School,,PR,,1510 Birchmount Rd,Priv,5353637,1510,Birchmount Rd,1510 Birchmount Rd,M1P 2G6,Scarborough,Toronto,,113001,5353633,1510,,,,7365,321619.765,4846259.711,43.7581124684,-79.2909270822,POINT (-79.29092386650608 43.75810386710016)
19235,1189,13516371,Umu Khalid Islamic School,,PR,,2628 Islington Ave,Priv,13516371,2628,Islington Ave,2628 Islington Ave,M9V 2X3,Etobicoke,Toronto,,112001,6051907,2628,,,,1863,299516.99199999997,4843874.112,43.736801121000006,-79.565390125,POINT (-79.56539013140591 43.73680112575761)
